M,N,K,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
42,2,16,42,16,42,0,0,1.43661,81.706
42,2,32,42,32,42,0,0,1.47572,76.0538
42,2,64,42,64,42,0,0,1.89138,69.9229
42,2,128,42,128,42,0,0,1.52357,56.9237
43,2,1,43,1,43,0,0,0.769128,21.5029
43,2,16,43,16,43,0,0,1.35892,74.7285
43,2,32,43,32,43,0,0,1.45769,69.7293
43,2,64,43,64,43,0,0,1.88641,65.1273
43,2,128,43,128,43,0,0,1.8912,56.4427
44,2,1,44,1,44,0,0,0.923549,22.9602
44,2,16,44,16,44,0,0,1.32548,84.9804
44,2,32,44,32,44,0,0,1.53128,80.3052
44,2,64,44,64,44,0,0,1.51756,74.2244
44,2,128,44,128,44,0,0,1.89821,67.0129
45,2,1,45,1,45,0,0,0.95194,22.6452
45,2,16,45,16,45,0,0,1.34553,78.9822
45,2,32,45,32,45,0,0,1.51974,72.8171
45,2,64,45,64,45,0,0,1.88998,69.6606
45,2,128,45,128,45,0,0,1.90018,60.6258
46,2,1,46,1,46,0,0,1.26874,23.2041
46,2,16,46,16,46,0,0,1.4378,75.5561
46,2,32,46,32,46,0,0,1.86318,72.233
46,2,64,46,64,46,0,0,1.92655,68.2196
46,2,128,46,128,46,0,0,1.89308,61.5591
47,2,1,47,1,47,0,0,0.983872,22.884
47,2,16,47,16,47,0,0,1.82916,71.6545
47,2,32,47,32,47,0,0,1.62448,65.8371
47,2,64,47,64,47,0,0,1.89632,64.8101
47,2,128,47,128,47,0,0,1.94399,60.6352
48,2,1,48,1,48,0,0,1.34122,22.9045
48,2,16,48,16,48,0,0,1.4929,89.8576
48,2,32,48,32,48,0,0,1.4577,84.297
48,2,64,48,64,48,0,0,1.91223,79.0895
48,2,128,48,128,48,0,0,1.90321,71.2438
49,2,1,49,1,49,0,0,0.908312,20.7485
49,2,16,49,16,49,0,0,1.73303,66.773
49,2,32,49,32,49,0,0,1.63851,61.2459
49,2,64,49,64,49,0,0,1.87824,58.2774
49,2,128,49,128,49,0,0,1.896,54.7572
50,2,1,50,1,50,0,0,1.1257,21.2774
50,2,16,50,16,50,0,0,1.34909,75.903
50,2,32,50,32,50,0,0,1.87065,68.4254
50,2,64,50,64,50,0,0,1.9093,63.0966
50,2,128,50,128,50,0,0,1.88149,56.7872
51,2,1,51,1,51,0,0,0.930518,20.9792
51,2,16,51,16,51,0,0,1.43581,72.7448
51,2,32,51,32,51,0,0,1.64342,68.1338
51,2,64,51,64,51,0,0,1.89725,63.512
51,2,128,51,128,51,0,0,1.88738,52.705
52,2,1,52,1,52,0,0,1.12471,22.1482
52,2,16,52,16,52,0,0,1.43431,79.5978
52,2,32,52,32,52,0,0,1.77913,71.8074
52,2,64,52,64,52,0,0,1.89015,66.2855
52,2,128,52,128,52,0,0,1.89557,59.666
53,2,1,53,1,53,0,0,0.932895,21.8509
53,2,16,53,16,53,0,0,1.44912,70.2923
53,2,32,53,32,53,0,0,1.84142,65.4954
53,2,64,53,64,53,0,0,1.89079,62.6162
53,2,128,53,128,53,0,0,1.89028,54.2639
54,2,1,54,1,54,0,0,1.17408,22.1655
54,2,16,54,16,54,0,0,1.74959,79.0128
54,2,32,54,32,54,0,0,1.81427,73.1249
54,2,64,54,64,54,0,0,1.8932,66.1408
54,2,128,54,128,54,0,0,1.8805,55.5755
55,2,1,55,1,55,0,0,0.950874,22.1403
55,2,16,55,16,55,0,0,1.44154,68.8809
55,2,32,55,32,55,0,0,1.88216,64.1577
55,2,64,55,64,55,0,0,1.91621,61.8765
55,2,128,55,128,55,0,0,1.91162,54.813
56,2,1,56,1,56,0,0,1.13203,23.6976
56,2,16,56,16,56,0,0,1.46612,83.861
56,2,32,56,32,56,0,0,1.87401,76.4991
56,2,64,56,64,56,0,0,1.90794,70.7187
56,2,128,56,128,56,0,0,1.88895,63.9106
57,2,1,57,1,57,0,0,0.946771,23.0448
57,2,16,57,16,57,0,0,1.55484,75.0789
57,2,32,57,32,57,0,0,1.84832,70.1754
57,2,64,57,64,57,0,0,1.8996,67.0299
57,2,128,57,128,57,0,0,1.89903,58.5443
58,2,1,58,1,58,0,0,0.935305,23.8507
58,2,16,58,16,58,0,0,1.4177,83.7863
58,2,32,58,32,58,0,0,1.82493,78.0827
58,2,64,58,64,58,0,0,1.87741,71.6373
58,2,128,58,128,58,0,0,1.92662,59.1918
59,2,1,59,1,59,0,0,0.974435,23.1762
59,2,16,59,16,59,0,0,1.45772,73.1735
59,2,32,59,32,59,0,0,1.53248,67.5991
59,2,64,59,64,59,0,0,1.89062,63.9113
59,2,128,59,128,59,0,0,1.89955,57.4001
60,2,1,60,1,60,0,0,1.1857,24.241
60,2,16,60,16,60,0,0,1.41747,86.6898
60,2,32,60,32,60,0,0,1.81686,81.1337
60,2,64,60,64,60,0,0,1.91647,75.4329
60,2,128,60,128,60,0,0,1.93624,68.0062
61,2,1,61,1,61,0,0,0.974238,24.0819
61,2,16,61,16,61,0,0,1.52455,68.2867
61,2,32,61,32,61,0,0,1.89554,65.9062
61,2,64,61,64,61,0,0,1.77814,65.8583
61,2,128,61,128,61,0,0,1.89987,60.7054
62,2,1,62,1,62,0,0,0.976705,24.4149
62,2,16,62,16,62,0,0,1.48086,85.745
62,2,32,62,32,62,0,0,1.88503,80.8065
62,2,64,62,64,62,0,0,1.91253,75.1378
62,2,128,62,128,62,0,0,1.91709,63.5763
63,2,1,63,1,63,0,0,1.24804,24.1817
63,2,16,63,16,63,0,0,1.43858,79.1739
63,2,32,63,32,63,0,0,1.89356,73.0472
63,2,64,63,64,63,0,0,1.90583,70.0246
63,2,128,63,128,63,0,0,1.90682,61.9866
64,2,1,64,1,64,0,0,1.02074,24.1151
64,2,16,64,16,64,0,0,1.3796,89.1583
64,2,32,64,32,64,0,0,1.86763,84.1902
64,2,64,64,64,64,0,0,1.91421,78.9954
64,2,128,64,128,64,0,0,1.93805,71.1906
1,3,1,1,1,1,0,0,1.14432,1.26345
1,3,16,1,16,1,0,0,1.49164,5.14869
1,3,32,1,32,1,0,0,1.45759,5.73963
1,3,64,1,64,1,0,0,1.45211,6.04439
1,3,128,1,128,1,0,0,1.43919,6.24862
2,3,1,2,1,2,0,0,0.778068,2.46765
2,3,16,2,16,2,0,0,1.38719,11.0728
2,3,32,2,32,2,0,0,1.70975,11.9783
2,3,64,2,64,2,0,0,1.42337,12.3329
2,3,128,2,128,2,0,0,1.46578,12.5799
3,3,1,3,1,3,0,0,0.812902,3.54286
3,3,16,3,16,3,0,0,1.31068,15.0502
3,3,32,3,32,3,0,0,1.82626,16.8212
3,3,64,3,64,3,0,0,1.48416,17.7416
3,3,128,3,128,3,0,0,1.47766,18.2578
4,3,1,4,1,4,0,0,0.775366,4.9525
4,3,16,4,16,4,0,0,1.38314,22.2103
4,3,32,4,32,4,0,0,1.41446,23.7101
4,3,64,4,64,4,0,0,1.42312,24.6701
4,3,128,4,128,4,0,0,1.46587,25.1583
5,3,1,5,1,5,0,0,0.793562,6.04867
5,3,16,5,16,5,0,0,1.32045,24.8981
5,3,32,5,32,5,0,0,1.51615,27.65
5,3,64,5,64,5,0,0,1.5023,29.2123
5,3,128,5,128,5,0,0,1.46411,29.9742
6,3,1,6,1,6,0,0,1.23538,7.02191
6,3,16,6,16,6,0,0,1.23776,31.8737
6,3,32,6,32,6,0,0,1.45588,34.4781
6,3,64,6,64,6,0,0,1.47377,35.7334
6,3,128,6,128,6,0,0,1.90121,36.3649
7,3,1,7,1,7,0,0,1.44249,2.32931
7,3,16,7,16,7,0,0,1.34445,34.3527
7,3,32,7,32,7,0,0,1.4973,26.9151
7,3,64,7,64,7,0,0,1.45959,40.166
7,3,128,7,128,7,0,0,1.503,36.5171
8,3,1,8,1,8,0,0,1.17946,9.80638
8,3,16,8,16,8,0,0,1.42592,43.0879
8,3,32,8,32,8,0,0,1.44402,46.4496
8,3,64,8,64,8,0,0,1.53125,48.1682
8,3,128,8,128,8,0,0,1.50537,48.9963
9,3,1,9,1,9,0,0,1.21008,10.753
9,3,16,9,16,9,0,0,1.87672,44.2672
9,3,32,9,32,9,0,0,1.53967,49.0096
9,3,64,9,64,9,0,0,1.52216,51.8962
9,3,128,9,128,9,0,0,1.51676,53.3302
10,3,1,10,1,10,0,0,0.860716,11.1535
10,3,16,10,16,10,0,0,1.25383,52.4421
10,3,32,10,32,10,0,0,1.51104,55.4869
10,3,64,10,64,10,0,0,1.53196,57.2937
10,3,128,10,128,10,0,0,1.85763,58.353
11,3,1,11,1,11,0,0,0.890733,11.8554
11,3,16,11,16,11,0,0,1.35375,53.4286
11,3,32,11,32,11,0,0,1.42161,59.4256
11,3,64,11,64,11,0,0,1.47685,59.6486
11,3,128,11,128,11,0,0,1.85307,56.1097
12,3,1,12,1,12,0,0,0.804263,14.3237
12,3,16,12,16,12,0,0,1.46048,63.1028
12,3,32,12,32,12,0,0,1.51487,66.2712
12,3,64,12,64,12,0,0,1.5189,69.3433
12,3,128,12,128,12,0,0,1.9373,71.3213
13,3,1,13,1,13,0,0,0.807357,15.4578
13,3,16,13,16,13,0,0,1.37481,62.3893
13,3,32,13,32,13,0,0,1.4304,69.7984
13,3,64,13,64,13,0,0,1.5777,72.3221
13,3,128,13,128,13,0,0,1.88765,68.6452
14,3,1,14,1,14,0,0,0.836233,16.0721
14,3,16,14,16,14,0,0,1.81838,70.7293
14,3,32,14,32,14,0,0,1.42681,75.357
14,3,64,14,64,14,0,0,1.58412,77.5699
14,3,128,14,128,14,0,0,1.81556,78.9617
15,3,1,15,1,15,0,0,0.693966,15.6252
15,3,16,15,16,15,0,0,1.38117,71.4105
15,3,32,15,32,15,0,0,1.57451,79.7011
15,3,64,15,64,15,0,0,1.85187,78.6439
15,3,128,15,128,15,0,0,2.01665,74.0914
16,3,1,16,1,16,0,0,0.771901,19.8989
16,3,16,16,16,16,0,0,1.25694,83.9871
16,3,32,16,32,16,0,0,1.51601,88.488
16,3,64,16,64,16,0,0,1.58089,93.1992
16,3,128,16,128,16,0,0,1.8744,95.3558
17,3,1,17,1,17,0,0,1.3873,17.7167
17,3,16,17,16,17,0,0,1.30543,66.6752
17,3,32,17,32,17,0,0,1.70247,61.351
17,3,64,17,64,17,0,0,1.53077,55.3476
17,3,128,17,128,17,0,0,1.90867,53.8399
18,3,1,18,1,18,0,0,0.926653,18.6478
18,3,16,18,16,18,0,0,1.17345,78.5376
18,3,32,18,32,18,0,0,1.36724,67.4057
18,3,64,18,64,18,0,0,1.50867,62.8468
18,3,128,18,128,18,0,0,1.52196,58.9233
19,3,1,19,1,19,0,0,0.995747,18.3179
19,3,16,19,16,19,0,0,1.32929,59.9196
19,3,32,19,32,19,0,0,1.47733,65.8486
19,3,64,19,64,19,0,0,1.54634,56.6414
19,3,128,19,128,19,0,0,1.52525,55.3321
20,3,1,20,1,20,0,0,0.916676,20.9452
20,3,16,20,16,20,0,0,1.32124,87.2783
20,3,32,20,32,20,0,0,1.44995,74.707
20,3,64,20,64,20,0,0,1.4992,70.2705
20,3,128,20,128,20,0,0,1.88069,62.2265
21,3,1,21,1,21,0,0,1.02083,19.7487
21,3,16,21,16,21,0,0,1.51109,45.768
21,3,32,21,32,21,0,0,1.46731,73.2768
21,3,64,21,64,21,0,0,1.81565,66.6372
21,3,128,21,128,21,0,0,1.9175,61.1704
22,3,1,22,1,22,0,0,0.971022,21.7503
22,3,16,22,16,22,0,0,1.31295,85.7915
22,3,32,22,32,22,0,0,1.52459,73.8819
22,3,64,22,64,22,0,0,1.75665,74.5029
22,3,128,22,128,22,0,0,1.92587,70.1853
23,3,1,23,1,23,0,0,1.08662,20.3199
23,3,16,23,16,23,0,0,1.64816,80.2201
23,3,32,23,32,23,0,0,1.8525,67.3393
23,3,64,23,64,23,0,0,1.8378,67.8776
23,3,128,23,128,23,0,0,1.92711,63.7638
24,3,1,24,1,24,0,0,0.955247,24.1194
24,3,16,24,16,24,0,0,1.46272,94.6038
24,3,32,24,32,24,0,0,1.4729,88.3765
24,3,64,24,64,24,0,0,1.85589,82.1476
24,3,128,24,128,24,0,0,1.90139,77.5516
25,3,1,25,1,25,0,0,1.04049,23.066
25,3,16,25,16,25,0,0,1.3399,71.647
25,3,32,25,32,25,0,0,1.37259,83.9624
25,3,64,25,64,25,0,0,1.84692,73.3639
25,3,128,25,128,25,0,0,1.71413,77.9202
26,3,1,26,1,26,0,0,1.41828,7.53374
26,3,16,26,16,26,0,0,1.40051,95.051
26,3,32,26,32,26,0,0,1.49867,76.1363
26,3,64,26,64,26,0,0,1.86664,85.5783
26,3,128,26,128,26,0,0,1.82754,76.0082
27,3,1,27,1,27,0,0,0.842527,23.0274
27,3,16,27,16,27,0,0,1.54646,89.3913
27,3,32,27,32,27,0,0,1.56885,75.5274
27,3,64,27,64,27,0,0,1.82934,79.9948
27,3,128,27,128,27,0,0,1.93833,73.3735
28,3,1,28,1,28,0,0,1.03618,25.9414
28,3,16,28,16,28,0,0,1.25795,102.485
28,3,32,28,32,28,0,0,1.52463,94.0292
28,3,64,28,64,28,0,0,1.50247,92.8171
28,3,128,28,128,28,0,0,1.89525,87.8196
29,3,1,29,1,29,0,0,1.11714,24.9209
29,3,16,29,16,29,0,0,1.2849,94.41
29,3,32,29,32,29,0,0,1.70814,92.0815
29,3,64,29,64,29,0,0,1.91213,90.1527
29,3,128,29,128,29,0,0,1.93431,87.7269
30,3,1,30,1,30,0,0,1.12715,25.5511
30,3,16,30,16,30,0,0,1.23463,101.864
30,3,32,30,32,30,0,0,1.49876,97.0501
30,3,64,30,64,30,0,0,1.84951,93.4534
30,3,128,30,128,30,0,0,1.94059,90.4585
31,3,1,31,1,31,0,0,0.874664,25.6208
31,3,16,31,16,31,0,0,1.46002,97.7617
31,3,32,31,32,31,0,0,1.47384,92.3071
31,3,64,31,64,31,0,0,1.9117,90.5733
31,3,128,31,128,31,0,0,1.93405,85.6341
32,3,1,32,1,32,0,0,0.868446,26.6367
32,3,16,32,16,32,0,0,1.41793,103.911
32,3,32,32,32,32,0,0,1.48204,104.82
32,3,64,32,64,32,0,0,1.941,101.292
32,3,128,32,128,32,0,0,1.90666,98.2059
33,3,1,33,1,33,0,0,0.815605,23.3427
33,3,16,33,16,33,0,0,1.26599,80.0767
33,3,32,33,32,33,0,0,1.46043,74.416
33,3,64,33,64,33,0,0,1.90466,70.9669
33,3,128,33,128,33,0,0,1.88414,68.6812
34,3,1,34,1,34,0,0,0.818012,23.8646
34,3,16,34,16,34,0,0,1.38246,87.2834
34,3,32,34,32,34,0,0,1.72417,82.6675
34,3,64,34,64,34,0,0,1.50964,76.8747
34,3,128,34,128,34,0,0,1.92385,72.3883
35,3,1,35,1,35,0,0,1.07331,23.4319
35,3,16,35,16,35,0,0,1.38094,83.4692
35,3,32,35,32,35,0,0,1.41611,81.3961
35,3,64,35,64,35,0,0,1.9129,76.6608
35,3,128,35,128,35,0,0,1.93499,73.2675
36,3,1,36,1,36,0,0,1.01038,25.6026
36,3,16,36,16,36,0,0,1.66526,90.4293
36,3,32,36,32,36,0,0,1.39874,87.8507
36,3,64,36,64,36,0,0,1.5353,81.5592
36,3,128,36,128,36,0,0,1.94033,76.8353
37,3,1,37,1,37,0,0,1.07761,24.672
37,3,16,37,16,37,0,0,1.41665,85.8671
37,3,32,37,32,37,0,0,1.53234,82.4188
37,3,64,37,64,37,0,0,1.53455,79.338
37,3,128,37,128,37,0,0,1.54324,76.8499
38,3,1,38,1,38,0,0,1.04721,26.0744
38,3,16,38,16,38,0,0,1.49256,90.1891
38,3,32,38,32,38,0,0,1.56218,89.7292
38,3,64,38,64,38,0,0,1.8969,83.9341
38,3,128,38,128,38,0,0,1.93503,79.546
39,3,1,39,1,39,0,0,0.913169,24.5216
39,3,16,39,16,39,0,0,0.0890989,83.3496
39,3,32,39,32,39,0,0,1.50068,82.6113
39,3,64,39,64,39,0,0,1.90009,78.8174
39,3,128,39,128,39,0,0,1.95922,74.8846
40,3,1,40,1,40,0,0,1.04691,27.6201
40,3,16,40,16,40,0,0,1.39052,94.7362
40,3,32,40,32,40,0,0,1.33878,94.9765
40,3,64,40,64,40,0,0,1.92325,89.1348
40,3,128,40,128,40,0,0,1.9379,84.545
41,3,1,41,1,41,0,0,0.882955,26.6612
41,3,16,41,16,41,0,0,1.44165,93.6603
41,3,32,41,32,41,0,0,1.51342,89.1424
41,3,64,41,64,41,0,0,1.93385,86.8401
41,3,128,41,128,41,0,0,1.92105,84.599
42,3,1,42,1,42,0,0,1.07962,27.9538
42,3,16,42,16,42,0,0,1.38,100.231
42,3,32,42,32,42,0,0,1.62089,95.4902
42,3,64,42,64,42,0,0,1.93475,90.9542
42,3,128,42,128,42,0,0,1.96517,86.571
43,3,1,43,1,43,0,0,1.16731,26.4696
43,3,16,43,16,43,0,0,1.42597,92.6359
43,3,32,43,32,43,0,0,1.49527,91.3387
43,3,64,43,64,43,0,0,1.93002,87.3439
43,3,128,43,128,43,0,0,1.96523,82.3127
44,3,1,44,1,44,0,0,1.10159,28.7011
44,3,16,44,16,44,0,0,1.49047,97.2215
44,3,32,44,32,44,0,0,1.6852,100.261
44,3,64,44,64,44,0,0,1.5388,95.8116
44,3,128,44,128,44,0,0,1.95677,91.1069
45,3,1,45,1,45,0,0,1.16111,27.8487
45,3,16,45,16,45,0,0,1.39837,98.8576
45,3,32,45,32,45,0,0,1.65875,96.1911
45,3,64,45,64,45,0,0,1.92307,93.747
45,3,128,45,128,45,0,0,1.93874,91.0188
46,3,1,46,1,46,0,0,1.16268,28.429
46,3,16,46,16,46,0,0,1.44654,104.727
46,3,32,46,32,46,0,0,1.76671,99.9824
46,3,64,46,64,46,0,0,1.54994,95.971
46,3,128,46,128,46,0,0,1.96295,92.8898
47,3,1,47,1,47,0,0,1.19332,28.3013
47,3,16,47,16,47,0,0,1.72765,96.5488
47,3,32,47,32,47,0,0,1.81963,99.1851
47,3,64,47,64,47,0,0,1.92175,93.9146
47,3,128,47,128,47,0,0,1.94545,89.0523
48,3,1,48,1,48,0,0,0.946085,29.1304
48,3,16,48,16,48,0,0,1.39249,105.894
48,3,32,48,32,48,0,0,1.82885,105.203
48,3,64,48,64,48,0,0,1.56466,100.987
48,3,128,48,128,48,0,0,1.93526,98.3156
49,3,1,49,1,49,0,0,1.33826,26.3101
49,3,16,49,16,49,0,0,1.38569,85.7248
49,3,32,49,32,49,0,0,1.89421,82.2302
49,3,64,49,64,49,0,0,1.91412,78.6407
49,3,128,49,128,49,0,0,1.68687,75.9316
50,3,1,50,1,50,0,0,1.09383,26.3717
50,3,16,50,16,50,0,0,1.43537,94.3321
50,3,32,50,32,50,0,0,1.83836,89.495
50,3,64,50,64,50,0,0,1.9359,82.0675
50,3,128,50,128,50,0,0,1.92248,77.3146
51,3,1,51,1,51,0,0,1.11753,26.2028
51,3,16,51,16,51,0,0,1.46348,80.2267
51,3,32,51,32,51,0,0,1.90756,87.9735
51,3,64,51,64,51,0,0,1.92264,78.8696
51,3,128,51,128,51,0,0,1.95471,79.4991
52,3,1,52,1,52,0,0,1.33552,27.9781
52,3,16,52,16,52,0,0,1.42202,99.1667
52,3,32,52,32,52,0,0,1.57059,92.4634
52,3,64,52,64,52,0,0,1.91232,80.8185
52,3,128,52,128,52,0,0,1.93699,82.4702
53,3,1,53,1,53,0,0,1.1238,27.0782
53,3,16,53,16,53,0,0,1.40744,91.2901
53,3,32,53,32,53,0,0,1.85343,87.8458
53,3,64,53,64,53,0,0,1.93954,77.4978
53,3,128,53,128,53,0,0,1.95049,82.1115
54,3,1,54,1,54,0,0,0.915587,28.3097
54,3,16,54,16,54,0,0,1.40817,98.1701
54,3,32,54,32,54,0,0,1.92512,89.1663
54,3,64,54,64,54,0,0,1.915,88.0698
54,3,128,54,128,54,0,0,1.96505,81.6908
55,3,1,55,1,55,0,0,0.975701,27.0575
55,3,16,55,16,55,0,0,1.53378,78.6853
55,3,32,55,32,55,0,0,1.92278,82.3395
55,3,64,55,64,55,0,0,1.93205,82.0058
55,3,128,55,128,55,0,0,1.95589,74.5728
56,3,1,56,1,56,0,0,1.09106,29.4697
56,3,16,56,16,56,0,0,1.6949,101.5
56,3,32,56,32,56,0,0,1.7697,97.2099
56,3,64,56,64,56,0,0,1.90195,91.9957
56,3,128,56,128,56,0,0,1.91928,87.4475
57,3,1,57,1,57,0,0,1.15163,28.5549
57,3,16,57,16,57,0,0,1.53151,95.2783
57,3,32,57,32,57,0,0,1.92304,71.9015
57,3,64,57,64,57,0,0,1.90957,90.1831
57,3,128,57,128,57,0,0,1.96416,87.694
58,3,1,58,1,58,0,0,1.12411,29.7671
58,3,16,58,16,58,0,0,1.55196,101.348
58,3,32,58,32,58,0,0,1.91579,93.0037
58,3,64,58,64,58,0,0,1.93223,92.2124
58,3,128,58,128,58,0,0,1.96453,89.2153
59,3,1,59,1,59,0,0,1.48954,28.462
59,3,16,59,16,59,0,0,1.47464,96.9933
59,3,32,59,32,59,0,0,1.89496,95.6474
59,3,64,59,64,59,0,0,1.55691,89.5503
59,3,128,59,128,59,0,0,1.93206,78.1758
60,3,1,60,1,60,0,0,1.4348,30.2297
60,3,16,60,16,60,0,0,1.44102,106.591
60,3,32,60,32,60,0,0,1.87872,101.521
60,3,64,60,64,60,0,0,1.93172,97.0479
60,3,128,60,128,60,0,0,1.94377,92.513
61,3,1,61,1,61,0,0,1.19396,29.4752
61,3,16,61,16,61,0,0,1.12557,96.0794
61,3,32,61,32,61,0,0,1.51272,95.2904
61,3,64,61,64,61,0,0,1.944,93.2613
61,3,128,61,128,61,0,0,1.96433,91.5876
62,3,1,62,1,62,0,0,1.19517,29.9281
62,3,16,62,16,62,0,0,1.42033,105.956
62,3,32,62,32,62,0,0,1.8821,101.198
62,3,64,62,64,62,0,0,1.90109,96.9673
62,3,128,62,128,62,0,0,1.97325,94.1688
63,3,1,63,1,63,0,0,1.22214,29.7398
63,3,16,63,16,63,0,0,1.48498,102.848
63,3,32,63,32,63,0,0,1.56487,100.321
63,3,64,63,64,63,0,0,0.499363,94.1424
63,3,128,63,128,63,0,0,1.98416,89.3393
64,3,1,64,1,64,0,0,1.21511,30.3867
64,3,16,64,16,64,0,0,1.84631,106.487
64,3,32,64,32,64,0,0,1.87067,105.101
64,3,64,64,64,64,0,0,1.94769,100.944
64,3,128,64,128,64,0,0,1.57755,97.7481
1,4,1,1,1,1,0,0,1.17436,1.64149
1,4,16,1,16,1,0,0,1.31047,6.71307
1,4,32,1,32,1,0,0,1.37587,7.44256
1,4,64,1,64,1,0,0,1.49379,7.83434
1,4,128,1,128,1,0,0,1.52247,8.06949
2,4,1,2,1,2,0,0,1.25649,3.03189
2,4,16,2,16,2,0,0,1.41348,14.489
2,4,32,2,32,2,0,0,1.7531,15.5762
2,4,64,2,64,2,0,0,1.46292,15.9993
2,4,128,2,128,2,0,0,1.46833,16.3228
3,4,1,3,1,3,0,0,0.91608,4.19178
3,4,16,3,16,3,0,0,1.55156,19.7995
3,4,32,3,32,3,0,0,1.52446,21.9993
3,4,64,3,64,3,0,0,1.51537,23.1684
3,4,128,3,128,3,0,0,1.50395,23.9044
4,4,1,4,1,4,0,0,1.188,6.49062
4,4,16,4,16,4,0,0,1.21171,28.9414
4,4,32,4,32,4,0,0,1.43866,31.0817
4,4,64,4,64,4,0,0,1.46604,31.9305
4,4,128,4,128,4,0,0,1.46887,32.6526
5,4,1,5,1,5,0,0,0.825102,7.75662
5,4,16,5,16,5,0,0,1.47869,23.0835
5,4,32,5,32,5,0,0,1.41142,36.2754
5,4,64,5,64,5,0,0,1.46419,33.5909
5,4,128,5,128,5,0,0,1.49424,39.16
6,4,1,6,1,6,0,0,0.694194,8.28083
6,4,16,6,16,6,0,0,1.24525,42.3877
6,4,32,6,32,6,0,0,1.4792,45.345
6,4,64,6,64,6,0,0,1.49856,46.8565
6,4,128,6,128,6,0,0,1.5177,47.4033
7,4,1,7,1,7,0,0,1.06038,8.44983
7,4,16,7,16,7,0,0,1.36257,45.0398
7,4,32,7,32,7,0,0,1.46652,48.8777
7,4,64,7,64,7,0,0,1.75681,51.5168
7,4,128,7,128,7,0,0,1.51235,46.4442
8,4,1,8,1,8,0,0,1.23183,12.5194
8,4,16,8,16,8,0,0,1.26298,55.533
8,4,32,8,32,8,0,0,1.35047,60.6602
8,4,64,8,64,8,0,0,1.42947,62.4952
8,4,128,8,128,8,0,0,1.92245,63.9345
9,4,1,9,1,9,0,0,1.25725,13.7995
9,4,16,9,16,9,0,0,1.366,57.763
9,4,32,9,32,9,0,0,1.5635,64.3502
9,4,64,9,64,9,0,0,1.59212,66.1543
9,4,128,9,128,9,0,0,1.55651,67.6678
10,4,1,10,1,10,0,0,0.705231,13.6672
10,4,16,10,16,10,0,0,1.3182,66.7368
10,4,32,10,32,10,0,0,1.56541,71.4127
10,4,64,10,64,10,0,0,1.51075,73.9967
10,4,128,10,128,10,0,0,1.80045,77.964
11,4,1,11,1,11,0,0,1.53299,13.8323
11,4,16,11,16,11,0,0,1.38216,69.7734
11,4,32,11,32,11,0,0,1.46778,76.7417
11,4,64,11,64,11,0,0,1.83835,77.3642
11,4,128,11,128,11,0,0,1.94796,73.0569
12,4,1,12,1,12,0,0,1.20626,18.9488
12,4,16,12,16,12,0,0,1.31322,80.1128
12,4,32,12,32,12,0,0,1.44611,84.973
12,4,64,12,64,12,0,0,1.45704,84.3356
12,4,128,12,128,12,0,0,1.92587,87.4641
13,4,1,13,1,13,0,0,0.884454,18.8139
13,4,16,13,16,13,0,0,1.43292,79.5386
13,4,32,13,32,13,0,0,1.48726,82.7237
13,4,64,13,64,13,0,0,1.48686,97.6347
13,4,128,13,128,13,0,0,1.94158,91.417
14,4,1,14,1,14,0,0,1.3901,5.51846
14,4,16,14,16,14,0,0,1.3809,88.8837
14,4,32,14,32,14,0,0,1.57689,77.9699
14,4,64,14,64,14,0,0,1.91888,105.523
14,4,128,14,128,14,0,0,1.93645,88.8742
15,4,1,15,1,15,0,0,1.08764,17.6529
15,4,16,15,16,15,0,0,1.44802,90.8187
15,4,32,15,32,15,0,0,1.43833,98.5154
15,4,64,15,64,15,0,0,1.52526,100.704
15,4,128,15,128,15,0,0,1.9293,90.9877
16,4,1,16,1,16,0,0,0.838875,24.4137
16,4,16,16,16,16,0,0,1.54431,90.8328
16,4,32,16,32,16,0,0,1.53002,116.903
16,4,64,16,64,16,0,0,1.52717,103.058
16,4,128,16,128,16,0,0,1.9082,124.889
17,4,1,17,1,17,0,0,1.12057,19.4187
17,4,16,17,16,17,0,0,1.52869,68.4347
17,4,32,17,32,17,0,0,1.5081,72.8723
17,4,64,17,64,17,0,0,1.49223,69.9806
17,4,128,17,128,17,0,0,1.90856,69.4933
18,4,1,18,1,18,0,0,1.0933,21.0738
18,4,16,18,16,18,0,0,1.4937,82.2656
18,4,32,18,32,18,0,0,1.83369,80.4151
18,4,64,18,64,18,0,0,1.95277,75.5112
18,4,128,18,128,18,0,0,1.89409,74.1435
19,4,1,19,1,19,0,0,1.21641,19.9932
19,4,16,19,16,19,0,0,1.49927,64.8849
19,4,32,19,32,19,0,0,1.82703,75.2045
19,4,64,19,64,19,0,0,1.53337,69.1841
19,4,128,19,128,19,0,0,1.85923,74.9609
20,4,1,20,1,20,0,0,0.810318,23.7895
20,4,16,20,16,20,0,0,1.31128,93.8599
20,4,32,20,32,20,0,0,1.5036,90.8041
20,4,64,20,64,20,0,0,1.88698,84.0038
20,4,128,20,128,20,0,0,1.94309,82.926
21,4,1,21,1,21,0,0,0.893804,22.5103
21,4,16,21,16,21,0,0,1.45313,80.6013
21,4,32,21,32,21,0,0,1.53554,84.0589
21,4,64,21,64,21,0,0,1.93615,83.2578
21,4,128,21,128,21,0,0,1.92587,79.9846
